Intereses y descuentos ganados (51)	Intereses causados (41)	Comisiones ganadas (52)	Ingresos por servicios (54)	Comisiones causadas (42)	Utilidades financieras (53)	Pérdidas financieras (43)	Provisiones (44)	Gastos de operación (45)	Otros ingresos operacionales (55)	Otras pérdidas operacionales (46)	Otros ingresos  (56)	Otros gastos y pérdidas (47)	Impuestos y participación a empleados (48)	Segmento	Cooperativa
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	1 2	string
														class	meta
0.09388119134279692	0.09012049498852713	3.80067701159405e-05	0.06463043359598739	3.805692645658919e-05	0.001862415288424403	0.00017932311520371197	0.08836520129220621	0.06263709087096099	0.01984635051394284	1.0	0.08307004201225261	0.03528640651487406	0.33940827070868973	1	EL SAGRARIO LTDA
0.07051319146727292	0.06020599040077899	0.020250533888208386	0.005668613937038688	0.0	0.0007221188237761932	0.009449004714132911	0.09527329293399159	0.06211277998784023	0.015936684239155393	0.09271961767936844	0.06738064646240154	0.013757264191335291	0.13717231742310432	1	ERCO LTDA
0.14180343423174674	0.11091313712829305	0.009021623408094434	0.026352200825560276	0.016006354252656785	0.02015709234407366	0.0	0.1839720039148579	0.13127020733157685	0.011153817064929825	0.0	0.06868876025311618	0.01626896133077255	0.17823341543907587	1	FERNANDO DAQUILEMA
0.4811553087001253	0.38122873142084	0.2065297092422329	0.05201734951915439	0.25950082723268686	0.411445830813391	0.05666342555688626	0.492682556530941	0.40317803526299656	0.0037513089445986325	0.17627392723278085	0.1020915605458328	0.08712969630782239	0.7887038869618352	1	JARDIN AZUAYO LTDA
1.0	0.9999999999999999	1.0	1.0	0.6557507355774294	1.0	0.0703671408380471	1.0	1.0	0.0011474337380538665	0.0	1.0	1.0	0.5310049184179518	1	JUVENTUD ECUATORIANA PROGRESISTA LTDA
0.06535532419643177	0.07026910756685498	0.0	0.0022527959570557148	0.0	0.0008466241303621127	0.0	0.0012287789095665378	0.07264689145019428	0.018712402947090232	0.0	0.01804516478588213	0.000595773313515613	0.046759231932292346	1	KULLKI WASI LTDA
0.039259847323461404	0.03993029708944641	0.009628233549517936	0.024951370907606775	0.00945920646829547	0.0	0.16851383253946012	0.010194990511011966	0.0541653004009061	0.0	0.0	0.02283945755275482	0.004426840013632035	0.0	1	LA MERCED LTDA
0.16856687774260729	0.139742614727284	0.0	0.005169230804353534	0.031351536589994455	0.0017814001695830417	0.0	0.15170582365977414	0.15682208398242017	0.12238751617183549	0.0	0.19297498399627916	0.16610407891448584	0.39093325526784894	1	MUSHUC RUNA LTDA
0.05226578683036998	0.04862646274499961	0.0	0.03956208463146335	0.007739350746787203	0.0017894096324167013	0.0019057693575470866	0.050343603706070765	0.05097163310555219	0.0	0.0	0.019542266039318138	0.011147192547009577	0.07637704120578542	1	ONCE DE JUNIO LTDA
0.2096940659472806	0.1862824867792137	0.0	0.04691721545602746	0.15863822489391344	0.14506130604237583	0.3384925866177837	0.17101774600679553	0.1822247830615102	0.09181628227292211	0.0	0.034821153425839656	0.0	0.26096303030345	1	OSCUS LTDA
0.11440773668562303	0.11301519885458103	0.0	0.003771642329105779	0.007739350746787203	0.0015106564169610633	0.2712762316826263	0.12873235456913193	0.09187442367632828	0.0	0.5587722557156558	0.13455248983311807	0.14955559355535683	0.03272091227645155	1	PABLO MUÑOZ VEGA LTDA
0.036299483462130216	0.027268610785178053	1.557654512948381e-05	0.004702522818593121	0.0	0.0	0.019940489136971846	0.025979527293669726	0.051952832891006016	3.493553254461339e-05	0.0	0.023618335855269963	0.03607648530960943	0.015159328416223652	1	PADRE JULIAN LORENTE LTDA
0.09420777965207583	0.09141791065774027	0.0034221018266679614	0.006337143752700128	0.0	0.0009750983050984427	0.0	0.046729201656362955	0.09990198421219759	0.0	0.0	0.017557263350780585	0.0	0.0	1	PILAHUIN TIO LTDA
0.4699945854834428	0.44984215987734294	0.5689063521029258	0.24167076316221525	1.0	0.0005555937233689096	0.0	0.44733169843390713	0.4334823786922854	0.005469468574402239	0.0	0.20683270868324852	0.0557634162670933	0.4082900993639299	1	POLICIA NACIONAL LTDA
0.16253852932651772	0.12341822247741914	0.0	0.011234809042071888	0.0	0.0019576083519235554	0.0	0.1777512879890169	0.13421858994771155	0.0024046845343977416	0.0	0.07329334184651876	0.036282267555756455	0.38616104335833235	1	RIOBAMBA LTDA
0.21338181059544298	0.1664119445193689	0.0	0.05958602635011732	0.0	0.0024534538734377917	0.0	0.11749482331093507	0.17345779470674638	0.010877534144702088	0.0034114767166840833	0.09944535072710177	0.004096284357476408	0.9999999999999999	1	SAN FRANCISCO LTDA
0.08151428714504108	0.08079469646176507	0.0	0.015500109125458393	0.0	0.0	0.0	0.06523055819862776	0.05736215782785845	0.00028856046122491323	0.0	0.04963239780593156	0.06690190301055941	0.12155455437529565	1	SAN JOSE LTDA
0.04966036106193007	0.04232664493110118	0.0	0.022159847023447074	0.0	0.0007824049746271574	0.038259521564225525	0.01819743235731018	0.0698350867690619	0.0	0.0	0.02430214720373307	0.0	0.0	1	SANTA ROSA LTDA
0.12344333020113829	0.10170387183072016	0.0	0.012227127533302242	0.01296740502307921	0.0015298193556511476	0.2644468914405394	0.1416154506153259	0.09387080062758249	0.0036348367706279115	0.005949272674583551	0.06282768956907626	0.03138309053979093	0.2497106623594179	1	TULCAN LTDA
0.1337145242212773	0.12168996593723638	0.0	0.0059135314910256425	0.035962323898738886	0.002899760269604735	0.00029503690813171077	0.13880205530957743	0.11206097015537426	0.004222395515314901	0.031069939277843767	0.14667112573421304	0.030666696837402464	0.32925690006199415	1	VICENTINA MANUEL ESTEBAN GODOY ORTEGA LTDA
0.016509477649073297	0.011095490989239162	0.0	0.005923251336852886	0.0	0.0	0.0	0.04972189749990292	0.009384235857254918	0.0	0.0	0.02706891802151217	0.007168696040102557	0.10042128990848416	2	4 DE OCTUBRE
0.02877136320959008	0.02716761143416145	0.0	0.00463628876656874	0.0	0.0	0.0	0.029601230106534034	0.02206617875177353	0.016171682493487948	0.0	0.006449691039809728	0.011324211529804548	0.07500728336706243	2	9 DE OCTUBRE LTDA
0.004619268443959378	0.007510842052887429	0.013980589308111588	0.004692600522668331	0.0	0.0	0.0	0.009675984767031758	0.009832674311717022	0.003530821902273329	0.0	0.004732837092427723	0.0	0.0	2	ALIANZA MINAS LTDA
0.024265718332581024	0.017451424341321787	0.0	0.0047720588242380095	0.0	0.0	0.0	0.029153032900411734	0.030929229180938735	0.0	0.0	0.012899644749683274	0.02765309404526722	0.016060490694618377	2	ARTESANOS LTDA
0.029688616005542824	0.019244981616530897	0.00254381124929423	0.02790233507578547	0.0	0.0	0.0	0.04089712441257659	0.033207989905170175	0.001171594867798154	0.002790069819427481	0.0027942294159607746	0.0028757350012945273	0.053094033585242784	2	CALCETA LTDA
0.025145189406702143	0.02167094900932151	0.0	0.007323337941717604	0.0	0.0	0.0	0.030156195749943614	0.03071472012472105	0.0	0.00075088990415824	0.004904120775257561	0.0029677045291289536	0.010260973232276085	2	COOPAC AUSTRO LTDA
0.01150913302482392	0.014153819510941232	0.0	0.010402509050268278	0.08748501684473273	0.0	0.020119253419752837	0.004894165993911051	0.020074224929405873	0.0	0.0	0.012467461745844606	0.004188952734478183	0.0016834486166502193	2	CORPORACION CENTRO LTDA
0.015694630970276725	0.00930528192871575	0.0	0.0014456132242178707	0.0	0.0	0.0	0.036250390020159944	0.01707420782913526	9.034128297610776e-06	0.0	0.011839895080820843	0.011158967422420825	0.04056180162373231	2	COTOCOLLAO LTDA
0.017925814512613807	0.01351807637588919	0.00376326215019303	0.006719489064601579	0.0	0.0	0.0	0.017022468873647438	0.01975577581871493	0.00019237491574298444	0.0	0.0073689532667272585	0.0005017482894589032	0.08367285226350783	2	DE LA PEQUENA EMPRESA CACPE ZAMORA LTDA
0.031107279101129988	0.023284754606978052	0.0	0.0016508199301040816	0.0035457180263273567	0.0	0.0	0.025022295299111486	0.03474826462961264	0.009901836814222744	0.026317547898065948	0.022238137373014076	0.026829972879970503	0.05361912862943128	2	DE LA PEQUEÑA EMPRESA CACPE LOJA LTDA
0.009540400354143457	0.009268633218591905	0.004091281533827044	0.0020983033741291722	0.0	0.0	0.0	0.011644221757842889	0.012007447142196008	0.0	0.0	0.011833160968264606	0.0062084352554751575	0.033004381922966404	2	DE LA PEQUEÑA EMPRESA CACPE YANTZAZA LTDA
0.01664565678545219	0.019116038073256663	0.0	0.005803151364962747	0.0006717674550319792	0.0	0.013158179521953101	0.03796351187864211	0.021257414980035683	0.0	0.0	0.05193489518169345	0.003679294254374038	0.020125036628467884	2	DE LA PEQUEÑA EMPRESA GUALAQUIZA
0.0009501865901992599	0.0024528991823324943	0.0	0.0004402019639483755	0.0	0.0	0.0	0.002498662762016752	0.00616062438022677	0.0	0.0	0.003859682126174077	0.0005132397155575201	0.013531114618482776	2	EDUCADORES DE CHIMBORAZO LTDA
0.003284047898585364	0.0009653898624648606	0.0	0.0025873578165977813	0.0	0.0	0.0	0.0	0.008599270924253687	3.059823301476977e-08	0.0	0.005457772266732841	0.011519027219787035	0.052931789641737344	2	EDUCADORES DE LOJA LTDA
0.0	0.0	0.0	0.0005557113238480145	0.0	0.0	0.0	2.246488513857811e-05	0.004309729750481128	0.0001146974764558645	0.0	0.024174206361555203	0.04373479312153318	0.042533342455338526	2	EDUCADORES DE TUNGURAHUA LTDA
0.0020837609768391717	0.0026076986417107317	0.0	0.0003221982096734259	0.0	0.0	0.0	0.0022636576546200345	0.006431344723129145	6.689921170766726e-05	0.0	0.0026114055792507873	0.0009517504633685193	0.028083806601484344	2	EDUCADORES DEL AZUAY LTDA
0.006255574106737945	0.013399935281336192	0.0	0.0	0.0	0.0	0.0	0.0015332340303326752	0.004255847755627913	0.0	0.0	0.0017004215635632552	0.0	0.0	2	EDUCADORES TULCAN LTDA
0.004522908756932499	0.007476563214374571	0.0022297937636820654	0.006432319951142084	0.0	0.0	0.0	0.02672257433636888	0.003999317371436585	2.294867476107733e-08	0.0	0.024103917494165537	0.007503148635601143	0.01243909567272441	2	FASAYÑAN LTDA
0.0270785365358989	0.024334017631719804	0.0	0.008427854127598795	0.0	0.0	0.0	0.04399464002917018	0.01960948731181141	0.0	0.0	0.01040434161876191	0.01037062548778389	0.055617586559069065	2	GUARANDA LTDA
0.0027312525562331563	0.004617629039004358	0.031913520199594335	0.007797836894516088	0.0	0.0	0.0	0.008408084721257113	0.007303409215292432	0.0	0.0	0.00036081791882641354	0.0	0.0	2	HUAICANA LTDA
0.03312068956109601	0.028981035134794216	0.026533310709392768	0.01302051601871867	0.0	0.0	0.0	0.028425791725007688	0.045697011819540063	3.480549005430062e-07	0.0	0.01845791886946221	0.0003167135555850206	0.0	2	INDIGENA SAC LTDA
0.010593796358718294	0.011816910570239807	0.0	0.006212303012105069	0.0	0.0	0.0	0.017485902386227086	0.01216096205284357	0.0	0.09417855757349859	0.015271506631342895	0.008740017830310592	0.0	2	JUAN PIO DE MORA LTDA
0.008753798716919342	0.0037214860919703684	0.0028595931326546985	0.0027525996779509013	0.0	0.0	0.0	0.016838095793475474	0.01950282349189722	0.0026841611451963953	0.0	0.011080375926828586	0.001041631262992284	0.02741119467562203	2	LA BENEFICA LTDA
0.015388549059631934	0.011960364682734094	1.2772767006176725e-06	0.004121497015020107	0.0	0.0	0.0	0.007211818269228746	0.022806173292408437	0.0	0.0	0.0037023231488974816	0.0001404344732371572	0.05004316919700984	2	LUCHA CAMPESINA
0.02825449516011892	0.021457636785160803	0.0	0.004320781868790988	0.0	0.0	0.0	0.03770496386795642	0.03433514345620242	0.0	0.0	0.02852902885441596	0.024110225899885176	0.05014925996450165	2	LUZ DEL VALLE
0.008083085074703102	0.011184791792212443	0.005866412937774163	0.008738234032684795	0.023983311257159506	0.0	0.0	0.008591017594508046	0.008148554224341822	0.0	0.0	0.005051708973389444	0.0	0.03308294249927602	2	MANANTIAL DE ORO LTDA
0.006667935837441815	0.009908044335615667	0.008515813338352492	0.0	0.0	0.0	0.0	0.01130269705963942	0.006008623622854545	0.0	0.0	0.0011506868658000041	0.0001486652548290983	0.0021122264703506482	2	MAQUITA CUSHUN LTDA
0.014226831074497575	0.009041410894000696	0.0	0.009013814932442639	0.06662205364337485	0.00027880103314419726	0.0	0.02688135358767825	0.025726843202073652	0.0	0.0	0.008864831462678616	0.0061840693661145705	0.0016145487466387935	2	MAQUITA CUSHUNCHIC LTDA
0.009469121849600838	0.01297840628046686	0.017736437022822984	0.007041611822393632	0.040120932474036766	0.0	0.0	0.015756178098433264	0.00935926174907548	0.0	0.0	0.003851860395384844	0.006104092676438691	0.0	2	MUJERES UNIDAS TANTANAKUSHKA WARMIKUNAPAC
0.006497897908831127	0.005443385458261309	0.0026734704109520535	0.0011298859471826417	0.0	0.0	0.0	0.005666319526670592	0.004490875051966953	0.0	0.0	0.015196613285421342	0.006455323516422168	0.00030590269924392273	2	MUSHUK-YUYAY
0.010112209417968612	0.006262701834106135	0.011669364198591697	0.00207417894239455	0.0	0.0	0.0	0.008536178288810318	0.01763470511808972	0.0013091377499786711	0.0	0.009577941467843366	0.0021160018990048343	0.057925225568898495	2	PEDRO MONCAYO LTDA
0.0016328700001586685	0.0049968277167695445	0.012903188002496338	0.00023163428762355343	0.0	0.0	0.00024750954113223064	0.008672076011255442	0.0009871720784848594	0.00015725961857940927	0.0	0.0028112459670568695	0.0009849990677400977	0.0	2	POLITECNICA LTDA
0.011991606252302982	0.015084531116320698	0.0	0.00855887146378986	0.0	0.0	0.0	0.015094680833471055	0.01694787124150048	0.004570618706139489	0.0	0.019521852562344653	0.007157036499239207	0.0	2	PREVISION AHORRO Y DESAROLLO LTDA
0.010681615651975807	0.009027483003888918	0.0031484842349234483	0.001690696622934181	0.0	0.0	0.0	0.03793885708115516	0.0	0.0	0.0	0.0	0.0	0.04186072026850298	2	PROMOCION DE VIDA ASOCIADA LTDA PROVIDA
0.004710760512722401	0.003219153229913971	1.132839645780641e-05	0.013237525341177366	0.0	0.0	0.0	0.004315689423668658	0.017204489954640273	0.0	0.0	0.0048091290652342205	0.0	0.0	2	PUELLARO LTDA
0.008568690047938251	0.0056091656207550595	0.016485201473562694	0.004179899012348246	0.0	0.0	0.0	0.01360647123638968	0.013247009235524118	0.0	0.0	0.004622514753575534	0.002287946161692294	0.04613466957883348	2	SAN ANTONIO LTDA
0.014934976284668926	0.018832408781531737	0.004907079012141286	0.0026835768945090194	0.00229298740346446	0.008200267365432924	0.029481523793736267	0.004493005204988862	0.014019365177725384	0.0	0.0	0.0123513570173931	0.02209028301810803	0.02315047945551787	2	SAN ANTONIO LTDA - IMBABURA
0.005573803117471614	0.005574541269085791	1.848794301914006e-05	0.00442121504633419	0.002162053149428205	0.0	0.044640589499726824	0.02511790806898409	0.014263077708565403	0.0	0.0	0.043143214139617095	0.023027594182526576	0.0	2	SAN FRANCISCO DE ASIS LTDA
0.009202855109966875	0.007498274224137005	0.0	0.005375512512787236	0.0	0.0	0.0	0.004920840690311206	0.018072132654209705	0.0	0.0	0.008652628252945289	0.002339628745499095	0.03470234212101037	2	SANTA ANA LTDA
0.009015405518249477	0.01302401643078849	0.0019338847198077044	0.0011525327173196708	0.0	0.0	0.0	0.00990953542057154	0.010826760903226243	0.0	0.0	0.009016358799718929	0.0002840738785298867	0.0017099911891588096	2	SANTA ISABEL LTDA
0.0025357857654831188	0.0049974462434265185	0.003067851541035897	0.0010421324209518525	0.0	0.0	0.0	0.010434333652093434	0.0052315576497208045	0.0	0.0	0.010858060831687118	0.0012771668902627246	0.014124204001794951	2	SEÑOR DE GIRON
0.003055695973276632	0.0035579478762941177	0.0	0.004534844085586133	0.00043280476348848675	0.0	0.007953498188070137	0.005770577020653701	0.006649862657491758	0.0	0.0	0.009630978019513686	0.0007856433016984059	0.0	2	TENA LTDA
0.016903984212481814	0.012599389432911282	0.0018268058843894036	0.007935143630601054	0.0	0.0	0.0	0.03755043590232206	0.022882015520851735	0.0	0.0	0.021961098435861793	4.8108190233385835e-06	0.023805288592822185	2	TEXTIL 14 DE MARZO
0.003215061038535868	0.0033518733705506236	0.006421529853098708	0.0006560062974500868	0.0063982727734682564	0.0	0.0	0.011902383518266172	0.00716255273827528	0.00012628655721020856	0.0	0.007947367340034752	0.0028039939802677032	0.018358866610862362	2	UNION EL EJIDO
0.03589809598587392	0.028488533440619614	0.0	0.007994621377525013	0.0	0.0	0.0	0.037837615821803096	0.027817907048896282	0.004161237297076631	0.0	0.009938996519366283	0.00253387753685632	0.13955409966026686	2	VIRGEN DEL CISNE
0.012250673059165459	0.009917553858908397	0.0	0.0016016320268834848	0.0	0.0	0.024357908642572274	0.0106557114069947	0.022970809900064195	6.72663905038445e-05	0.0	0.009594710397681384	0.004384937408522416	0.0	2	VISION DE LOS ANDES VISANDES
